s,p,o
<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenicos Theotok\u00F3poulos""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenico Theotocopuly""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Menegos Theotokopoulos""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domeniko Theotokopoulos""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dominico Greco Teotoc\u00F3puli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Tehocopopuli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Teoscopoli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Teotoc\u00F3puli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Theocopoli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Theopoli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Theotocopoli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenikos Theotocopoulis""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Theotoc\u00F3puli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenico Theotoc\u00F3puli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Theotokopoli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Theotokopolis""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domingo Teotocopul""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domingo Theotocopuli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenikos Zeotokopoulos""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenicos Theotocopuli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domingo de Theotocopuli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenikos Theotocopuli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dominico Greco Teotocopuli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Teotocopuli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenico Greco Teotocopuli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenico Theotocopoulis""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Theotocopuli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Greco Domenicos Theotocopuli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenikos Theotokopoulos""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dom\u00E9nikos Theotok\u00F3poulos""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenico Theotocopuli""@en"

<http://www.wikidata.org/entity/Q838>,<http://schema.org/description>,"""medieval Russian artist""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""\u0410\u043D\u0434\u0440\u0435\u0439 \u0420\u0443\u0431\u043B\u0435\u0432""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrej Rubl\u00EBv""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andr\u00E9j Rubljov""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrej Rubliow""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andr\u00E9 Roublov""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrej Rublev""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrei Rubljoff""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andreas Rubleff""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrei Rubljow""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andre\u012D Rublev""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andre\u00EF Roublev""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrej Rubljoff""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andr\u00E9j Rublj\u00F3w""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrej Rubljow""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrej Rubljov""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andre Roublov""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andreev Rublev""@en"

<http://www.wikidata.org/entity/Q5681>,<http://schema.org/name>,"""Andrea Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://schema.org/description>,"""Italian Renaissance painter (1431-1506)""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea di Biagio""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Blaise""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Blasii""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Mantenia""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Manten\u02B9i\uFE20a\uFE21""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Mantenga""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Manseignes""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. de Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Mantegni""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andr\u00E9 Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Mantegna maestro del Correggio""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Mantuani""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Montagne""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Mantegni""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Montagna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. Melegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andria Mantegnia""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Mantiglia""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""An. Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andr\u00E9 Mantaigne""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrew Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""mante\u00F1a""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Mategna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""And. Mantgna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""andrea mantenia""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Mantenga""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""andrea mantina""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. Montigna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. Martegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. Mantagna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Mantegno""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andr\u00E9 Montegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andr. Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Montegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Manteignes""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""andrea manteni""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""andrea mantenghi""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea di Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Mantuani""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""And. Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andr\u00E9 Mantegne""@en"

<http://www.wikidata.org/entity/Q5822>,<http://schema.org/name>,"""Piero della Francesca""@en"

<http://www.wikidata.org/entity/Q5822>,<http://schema.org/description>,"""Italian painter and mathematician (c. 1416-1492)""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pietro dei Franceschi""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Piero dei Franceschi""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Piero Dei Franceschi""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""della Francesca Piero""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Piero de' Franceschi""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pietro di Benedetto di Pietro de' Franceschi""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pietro Dei Franceschi""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pietro di Benedetto dei Franceschi""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Piero della Francesco""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dei Franceschi""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pietro di Benedetto di Pietro della Francesca""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pietro della Francesca""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""P. della Francesca""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""P'ero""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Pistro della Francesca""@en"

<http://www.wikidata.org/entity/Q7793>,<http://schema.org/name>,"""Donato Bustamante""@en"

<http://www.wikidata.org/entity/Q7793>,<http://schema.org/description>,"""Italian architect and painter (1444\u20131514)""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donino Bramante""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato da Urbino""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato Di Angelo di Antonio""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donnino di Angelo di Antonio""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato Bramante da Urbino""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donnino Di Angelo di Antonio""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donnino di Angelo Di Antonio""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bramantes Asdryvaldinus""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bramante de Asdrubaldinis""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato d' Angeli Lazzari""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato D'Angeli Lazzari""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato di Angelo Di Antonio""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato d'Angelo Lazzari Bramante""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato, da Urbino Bramante""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato Lazzari""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donnino Bramante""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato Lazari""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato di Angelo di Antonio""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato Bramanti""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Lazzari Bramante Da Urbino""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato Bramante Da Urbino""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato D'Urbino""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato d'Angelo Lazzari""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bromarti""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Urbino Bramante""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bramante da Urbino""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bramanti""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Donato Bramante""@en"

<http://www.wikidata.org/entity/Q192488>,<http://schema.org/name>,"""Paolo Uccello""@en"

<http://www.wikidata.org/entity/Q192488>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Paolo Uccello""@en"

<http://www.wikidata.org/entity/Q192488>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Paolo Uccello""@en"

<http://www.wikidata.org/entity/Q4888061>,<http://schema.org/name>,"""Jaume Mateu""@en"

<http://www.wikidata.org/entity/Q4888061>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Jaume Mateu""@en"

<http://www.wikidata.org/entity/Q4888061>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Jaume Mateu""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenico Theocopoli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenico Theotocopopulos""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dom\u00E9nico Theotocopoulis""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""El Griego""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Dom\u00E9nikos Theotoc\u00F3puli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenico Greco Teotoc\u00F3puli""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Domenico Theotocopoulos""@en"

<http://www.wikidata.org/entity/Q301>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Grego scolare di Titiano""@en"

<http://www.wikidata.org/entity/Q838>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrej Riublev""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Bramante""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Donato Bustamante""@en"

<http://www.wikidata.org/entity/Q7793>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Donato Bustamante""@en"

<http://www.wikidata.org/entity/Q7615415>,<http://schema.org/name>,"""Steven van Herwijck""@en"

<http://www.wikidata.org/entity/Q7615415>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Steven van Herwijck""@en"

<http://www.wikidata.org/entity/Q7615415>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Steven van Herwijck""@en"

<http://www.wikidata.org/entity/Q5074>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Emperor Zhangzong of Jin""@en"

<http://www.wikidata.org/entity/Q5074>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Emperor Zhangzong of Jin""@en"

<http://www.wikidata.org/entity/Q5074>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Wanyan Jing""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Andrea Montegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Andrea Mantegna""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Mentenga""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Piero della Francesca""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Andrea Mantegna""@en"

<http://www.wikidata.org/entity/Q5822>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Piero della Francesca""@en"

<http://www.wikidata.org/entity/Q5681>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Adam Montegnio""@en"

<http://www.wikidata.org/entity/Q17310519>,<http://schema.org/name>,"""Berthold-Meister""@en"

<http://www.wikidata.org/entity/Q17310519>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Berthold-Meister""@en"
